Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6Hw4G2tOBbFCayFxSLYYSg,"You've Got Me Running in Circles","Sonny Cleveland","Sonny Cleveland",2015-09-25,170816,0,false,,2019-03-28T19:46:57Z,"retro soul","Position Music",0.724,0.656,7,-7.351,1,0.0282,0.462,0.00703,0.0934,0.695,110.968,3
spotify:track:7bHa41RqnfbuH7FR4VMOyo,"Lose Feeling","What We Are","The Copper Children",2016-06-24,337039,31,false,,2019-03-28T19:36:47Z,"","The Copper Children",0.708,0.231,10,-13,0,0.0655,0.584,0.00254,0.0958,0.233,114.068,4
spotify:track:2NfdpNOvN9Giyx4UiWdjbF,"Sophisticated Space","No Dogs Allowed","Sidney Gish",2017-12-31,194285,11,false,,2019-03-19T21:11:28Z,"bedroom pop","Sidney Gish",0.78,0.543,11,-9.983,1,0.145,0.3,0.00038,0.102,0.966,104.978,4
spotify:track:4kNqNkuehTojP867pHbRei,"All That I Need","All That I Need","Max Pope",2015-09-17,227965,0,false,,2019-03-19T20:50:25Z,"","Decisive",0.752,0.647,9,-7.41,1,0.033,0.435,0.00000638,0.0803,0.691,110.012,4
spotify:track:0DkeC0pUUaZyrtnhFLyHG1,"Bach","Nobody Wants to Be You","Dan Reeder",2017-11-10,110004,0,false,,2019-03-19T20:39:10Z,"","Oh Boy Records",0.653,0.186,10,-15.954,1,0.0452,0.991,0.0229,0.113,0.474,82.491,4
spotify:track:2q2EAq1UZQGenqXZgBkLbu,"Liberty","Free Your Mind","Amnesty",1970-05-28,160226,43,false,,2019-03-17T18:52:12Z,"acid jazz","Now Again Records",0.335,0.278,2,-9.24,1,0.0351,0.688,0,0.101,0.344,167.821,4
spotify:track:7BNJ6Ntuj4Ajx7xhGTEd8A,"What A Fool Believes","Save Charlie","Rubblebucket",2013-09-30,247186,28,false,,2019-03-17T17:33:45Z,"","Communion Records - Rubblebucket",0.729,0.623,8,-6.228,1,0.0523,0.0767,0.00458,0.0545,0.581,116.991,4
spotify:track:5fMZ4cDsfhxR7gnFdtrWCy,"Roma Fade","Are You Serious","Andrew Bird",2016-01-01,243120,55,false,,2019-03-17T17:28:12Z,"baroque pop,indie folk","Loma Vista",0.594,0.689,2,-8.395,0,0.0393,0.302,0.0173,0.0869,0.76,138.4,4
spotify:track:6ikh8e4YxgOlb11LWUaBp4,"The Keys","Soft Times","Matt Duncan",2013-01-15,217066,0,false,,2019-03-12T18:54:23Z,"retro soul","HOP HOP",0.782,0.478,0,-11.132,1,0.0671,0.511,0.0117,0.131,0.693,94.997,4
spotify:track:3nIlXRlu5AuZhAsWJgOipm,"Day Glo","Phosphorescent Blues","Brazos",2009-11-10,207413,48,false,,2019-03-11T21:16:04Z,"","Autobus",0.671,0.363,11,-8.441,1,0.031,0.524,0.0242,0.113,0.451,78.477,4
spotify:track:5yIKkQZF5pkilSWNzsp6wG,"East Coast Women","Most Times EP","Shoos Off",2014-07-15,235240,25,false,,2019-03-11T21:13:30Z,"","Shoos Off",0.753,0.695,7,-7.035,0,0.0258,0.414,0.000023,0.115,0.762,126.986,4
spotify:track:3SgSloOIDIYUaKjrHdlHaf,"Alex","Expectations","Wild Child",2018-02-09,176026,0,false,,2019-03-11T21:06:02Z,"folk pop","Dine Alone Music",0.623,0.718,9,-8.642,1,0.0616,0.572,0.0000529,0.295,0.624,160.047,4
spotify:track:6kjf54SjPLNsxbHVpIYq56,"Oh Heart","Think Tank","Tank and The Bangas",2013-12-19,234333,33,false,,2019-03-11T15:23:48Z,"alternative r&b","Independent",0.607,0.38,11,-9.673,1,0.0463,0.943,0.161,0.161,0.523,166.27,3
spotify:track:5gyywEdvAxvGuuDY2tiJDc,"Beach Song","Beach Song / LaVaughna","Busman's Holiday",2016-07-08,169152,0,false,,2019-03-11T15:20:52Z,"","Joyful Noise Recordings",0.505,0.718,9,-7.493,1,0.0332,0.0135,0.000354,0.088,0.965,113.025,4
spotify:track:6tDhad33YnPXOq01Qxt9d1,"Need Somebody To Love","Memories","Ady Suleiman",2018-03-09,326573,45,true,,2019-03-08T18:56:49Z,"","Pemba",0.688,0.468,10,-5.714,0,0.152,0.515,0,0.083,0.528,71.952,4
spotify:track:05iH4YnzQ880yWJYP3BdgQ,"Mahgeetah","It Still Moves (Deluxe Reissue)","My Morning Jacket",2003-09-09,355853,0,false,,2019-03-06T16:23:57Z,"jam band,alt country","ATO Records",0.242,0.838,5,-6.052,1,0.061,0.106,0.0852,0.713,0.418,118.185,4
spotify:track:1nLaEy1i5XgSoWtLiAlpJ3,"Saturn Returns","Hush Now","Sunny Levine",2013-08-13,234404,32,false,,2019-03-05T16:50:36Z,"","orange stella music",0.631,0.465,5,-11.101,0,0.0374,0.221,0.0289,0.0999,0.418,76.026,4
spotify:track:3GFuPZBHnbaThjJOk0Zrqc,"Take You Home","Take You Home","Hunny Ten",2019-01-22,189515,7,false,,2019-02-26T16:51:45Z,"","Hunny Ten Music",0.819,0.595,11,-6.981,1,0.0562,0.0117,0.00142,0.045,0.828,95.965,4
spotify:track:1387vgNIuxDrOdsPXpC8Rx,"Disaster","Time Machine","D.A. Wallach",2015-10-16,184256,23,false,,2019-02-25T15:40:48Z,"","Harvest Records",0.75,0.531,1,-6.754,1,0.0286,0.147,0,0.238,0.803,129.925,4
spotify:track:23H8PpuhyTDHwpqcDm7vS6,"Isn't She Lovely","Geography","Tom Misch",2018-04-06,86925,0,false,,2019-02-24T16:54:14Z,"indie soul","Beyond The Groove 4",0.505,0.481,4,-16.006,1,0.435,0.992,0.855,0.378,0.64,178.601,3
spotify:track:1nO357XsHkXI63l6Sn2dJd,"Town & Country","A Mineral Love","Bibio",2016-04-01,243373,0,false,,2019-02-21T16:58:12Z,"ambient folk,downtempo","Warp Records",0.714,0.689,7,-6.538,1,0.04,0.503,0.00134,0.1,0.883,95.035,4
spotify:track:745iAk0VONAMvDlfQM9PkR,"Heavy","EGO","RAC;Karl Kling",2017-07-13,281600,24,false,,2019-02-21T16:51:41Z,"nu disco","Counter Records",0.276,0.519,7,-7.07,1,0.0317,0.668,0.000795,0.115,0.152,86.618,4
spotify:track:2ktUvhL7YWZUs8x6a7ntpt,"Goodbye, Barcelona","Something In The Water","Pokey LaFarge",2015-01-01,282480,27,false,,2019-02-19T16:55:18Z,"americana,bluegrass","Rounder Records",0.44,0.332,2,-9.207,1,0.0311,0.787,0.0000684,0.0866,0.728,169.76,3
spotify:track:4ZJKDXyqBradNtcyYe1S79,"Cheers","Greenwood Shade","Sleepwalkers",2014-07-11,186100,23,false,,2019-02-19T16:47:49Z,"","Shoebox Treasure",0.67,0.663,0,-6.53,1,0.0313,0.283,0.0151,0.0576,0.65,125.047,4
spotify:track:50fCm9Wuerl1Ram0FUDEaL,"Sedona","Little Neon Limelight","Houndmouth",2015-03-16,239880,0,false,,2019-02-18T16:27:14Z,"","Rough Trade",0.396,0.677,3,-7.513,1,0.0354,0.0372,0.000137,0.112,0.249,135.177,4
spotify:track:1BP0dgODUDaf3RDtZbcXOd,"A Silver Song","Conspiracy Of Owls","Conspiracy Of Owls",2013-04-02,367186,0,false,,2019-02-18T06:56:11Z,"","Burger Records",0.373,0.626,10,-7.249,1,0.0364,0.0019,0.000118,0.628,0.358,142.589,4
spotify:track:54vHITh8Cc4DZQYdnpbciz,"Panama","So Many Nights","The Cat Empire",2007,195546,0,false,,2019-02-18T06:52:04Z,"","Two Shoes Pty Ltd",0.419,0.575,10,-6.101,1,0.0343,0.019,0.00000483,0.158,0.446,93.224,4
spotify:track:1i5gQ9q9NA42pvRZscaZaG,"Rocky Raccoon","Nu Funk","Scary Pockets;George Krikes",2017-11-13,158000,0,false,,2019-02-13T21:21:54Z,"funk,retro soul,southern gothic","665567 Records DK",0.822,0.391,7,-10.867,1,0.26,0.545,0.00000326,0.18,0.816,115.264,4
spotify:track:1geSWiwEHkfhPWoEpXB9Gj,"So Free","Earthtones","Bahamas",2018-02-16,477280,38,false,,2019-02-13T02:51:24Z,"","Brushfire Records/Universal",0.859,0.233,9,-8.676,1,0.0972,0.644,0.00581,0.117,0.386,112.779,4
spotify:track:7ygO2E3yfwZVYbzaPdGzed,"Guru","Guru","Coast Modern",2016-05-20,204466,0,false,,2019-02-13T02:40:54Z,"","300 Entertainment / +1 Records",0.76,0.701,3,-6.393,1,0.042,0.232,0.00295,0.07,0.81,140.023,4
spotify:track:2jxCJAQLi7BphBGboUiXoo,"Goodnight Daydream","goodnightdaydream.","Arvid",2018-08-03,289350,17,false,,2019-02-11T16:20:04Z,"","577396 Records DK2",0.605,0.686,8,-9.553,1,0.027,0.537,0.272,0.0754,0.554,101.952,4
spotify:track:5hIw1Pk4GaovqFfP1mNEzl,"Spring Time Blues","Songs for Martians","Marsandaras (M*A*R*S)",2018-05-09,210076,34,false,,2019-02-05T16:47:52Z,"","Marsandaras (M*a*r*s)",0.797,0.455,2,-8.09,1,0.0366,0.691,0.748,0.0685,0.769,90.001,4
spotify:track:2JqwkbmzPu8SAWf34qdgB4,"Look Around","Already Out of Time","Stoop Kids",2015-01-20,251249,22,false,,2019-02-04T16:21:10Z,"indie r&b","Stoop Kids, LLC",0.631,0.834,7,-6.963,0,0.0593,0.145,0.0379,0.082,0.447,166.025,4
spotify:track:7GdwIsiVLKrsvwFsdBK9Cy,"Something About Us - Recorded at Spotify Studios NYC","Spotify Singles","Saint Motel",2017-05-31,243163,36,false,,2019-02-04T16:17:16Z,"","Elektra (NEK)",0.78,0.574,7,-10.481,0,0.0385,0.144,0.0123,0.108,0.391,100.008,4
spotify:track:56OhItQ6ACZrsi8FhR7nHd,"The Fear","Heartworms","The Shins;James Mercer",2017-03-10,325554,36,false,,2019-02-03T18:59:05Z,"indie,indie pop","Aural Apothecary/Columbia",0.519,0.731,0,-6.713,1,0.0257,0.0129,0.00129,0.394,0.424,154.061,4
spotify:track:3utq2FgD1pkmIoaWfjXWAU,"Scenes from an Italian Restaurant","The Stranger (Legacy Edition)","Billy Joel",1977,456893,65,false,,2019-02-03T18:20:46Z,"soft rock","Columbia/Legacy",0.415,0.931,5,-4.988,1,0.126,0.407,0.000501,0.114,0.339,97.953,4
spotify:track:0pwJFVFojIUyjv0uK7mUku,"Abandoning Ship","Ratatouille (Original Motion Picture Soundtrack)","Michael Giacchino",2007-01-01,175986,37,false,,2019-01-31T19:41:38Z,"soundtrack,score","Walt Disney Records",0.0888,0.143,8,-15.799,1,0.0431,0.937,0.741,0.104,0.0344,84.052,5
spotify:track:0No1Mcz6DJ9HlPAICTqI2v,"Stranger","Stranger","Miki Fiki",2017-11-17,231593,0,false,,2019-01-31T17:10:06Z,"","Miki Fiki",0.646,0.561,9,-8.047,0,0.0559,0.0334,0,0.0802,0.452,95.002,3
spotify:track:1WzKT6YkMJuzE1uyunQO6c,"Chai","ARCHES","Isao Tsukamoto",2016-09-05,265760,0,false,,2019-01-29T23:16:48Z,"experimental jazz,jam band","TINKER RECORDS",0.792,0.0581,7,-18.415,1,0.0926,0.99,0.936,0.0916,0.42,107.433,4
spotify:track:7DFj4U25OOZdVyddp3SMp5,"Georgia Peach","A Safety Meeting","Manwolves",2018-09-14,246973,0,false,,2019-01-26T21:08:36Z,"","Manwolves",0.609,0.584,5,-4.775,0,0.148,0.676,0,0.0893,0.725,144.06,4
spotify:track:1aRvUHgMe9ichgcHAAs12f,"Nellie","B-Room (Deluxe Edition)","Dr. Dog",2013-10-01,217613,61,false,,2019-01-24T23:37:39Z,"","Anti/Epitaph",0.506,0.526,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,4
spotify:track:40WXqoyOLAAugGmJWZU1FY,"All The Time","Bahamas is Afie","Bahamas",2014-08-19,234973,0,false,,2019-01-24T23:15:12Z,"","Universal Music Canada",0.711,0.468,4,-4.797,0,0.0515,0.63,0.00427,0.087,0.533,127.458,4
spotify:track:3wrqiZJKMSpLBvgFJfFOp1,"Sound & Color","Sound & Color","Alabama Shakes",2015-04-21,183293,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928,4
spotify:track:2lrRWbiHPdBicufAqrGN3r,"Don't Wanna Fight","Sound & Color","Alabama Shakes",2015-04-21,232546,0,true,,2019-01-24T21:57:46Z,"","ATO Records",0.606,0.915,10,-3.292,0,0.166,0.259,0.107,0.105,0.551,100.433,4
spotify:track:4zmJhhKDBdRceqXvfhvQay,"Future People","Sound & Color","Alabama Shakes",2015-04-21,201613,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.382,0.777,11,-4.343,0,0.0538,0.115,0.3,0.0984,0.534,154.41,4
spotify:track:7Gz1adaLeIHNOqJPvfnncD,"Gimme All Your Love","Sound & Color","Alabama Shakes",2015-04-21,243466,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.392,0.57,11,-5.249,0,0.0466,0.204,0.299,0.385,0.191,105.468,3
spotify:track:72oc3QiAnudEBagoKsUk0m,"This Feeling","Sound & Color","Alabama Shakes",2015-04-21,268853,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.628,0.329,7,-11.424,1,0.036,0.834,0.00335,0.11,0.305,130.808,4
spotify:track:0AuVVVJ4MTiP8SPyCiHQIt,"Guess Who","Sound & Color","Alabama Shakes",2015-04-21,195706,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.699,0.712,11,-7.039,0,0.0388,0.927,0.154,0.135,0.709,86.596,4
spotify:track:3ZHGodCDCyhv7uNyEGdYuy,"The Greatest","Sound & Color","Alabama Shakes",2015-04-21,229746,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.211,0.915,6,-2.051,0,0.136,0.000533,0.407,0.069,0.625,160.146,4
spotify:track:6bktUlLJzsy9CqsdYVB5By,"Shoegaze","Sound & Color","Alabama Shakes",2015-04-21,179480,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.553,0.779,9,-5.39,1,0.0319,0.00544,0.614,0.18,0.709,117.897,4
spotify:track:5MpvtfaYC43mirXT3LHWte,"Miss You","Sound & Color","Alabama Shakes",2015-04-21,227066,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.382,0.601,9,-5.853,1,0.0382,0.266,0.113,0.12,0.47,164.379,3
spotify:track:001ifh9Zkyc5DhK7AGQRtK,"Gemini","Sound & Color","Alabama Shakes",2015-04-21,395573,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.411,0.422,4,-5.475,0,0.0459,0.447,0.121,0.0742,0.346,147.465,1
spotify:track:7GdSvJ1lnSYelQzd0Gv4Fs,"Over My Head","Sound & Color","Alabama Shakes",2015-04-21,233320,0,false,,2019-01-24T21:57:46Z,"","ATO Records",0.455,0.299,2,-10.733,1,0.205,0.876,0.0308,0.113,0.0968,175.022,3
spotify:track:2os0aK782bakCPmjow0SU0,"Drunk Drivers/Killer Whales","Teens of Denial","Car Seat Headrest",2016-05-20,374653,0,true,,2019-01-22T16:58:22Z,"midwest emo,indie rock","Matador",0.534,0.414,2,-7.952,1,0.0403,0.218,0.00000211,0.103,0.458,117.079,4
spotify:track:39lRgtgsJWe9AdJNEuwTij,"Casa De Mel","Casa De Mel","Brad Goodall",2017-03-19,261414,27,false,,2019-01-22T16:58:19Z,"","Brad Goodall",0.716,0.485,0,-10.527,1,0.0374,0.356,0.216,0.0722,0.645,152.014,4
spotify:track:1E8t8Gtb6BQfMMpEgVNyIh,"So Long","Marbled","Abhi The Nomad",2018-02-09,211000,0,false,,2019-01-18T15:46:07Z,"","Tommy Boy Entertainment, LLC",0.899,0.573,9,-5.47,1,0.0556,0.267,0.00000467,0.0854,0.826,120.006,4
spotify:track:5InvjDTRpckVGpTi8tXdOl,"Old Love","Pluto","Joe Hertler & The Rainbow Seekers",2017-03-31,257413,0,false,,2019-01-18T15:20:58Z,"","Joe Hertler & The Rainbow Seekers",0.799,0.846,9,-5.602,1,0.0462,0.274,0.00306,0.111,0.869,109.988,4
spotify:track:6wsutjN16jat9ip9JFfdLX,"Out of Sorts","Out of Sorts","Atta Boy",2012-12-20,222133,0,false,,2019-01-18T05:43:17Z,"","Atta Boy",0.519,0.489,4,-8.396,1,0.0325,0.769,0.000147,0.368,0.456,102.349,4
spotify:track:00HIh9mVUQQAycsQiciWsh,"Limestone","Hippie Castle EP","Magic City Hippies",2015-07-24,209164,0,false,,2019-01-18T05:34:32Z,"","New World Music Group",0.706,0.457,4,-9.359,1,0.0383,0.282,0.00849,0.0614,0.723,78.014,4
spotify:track:1tuTSBuLJ3DZirYLNMohnk,"Common Ground","Uncommon Good","Busty and the Bass",2017-09-08,336693,0,false,,2019-01-18T05:29:41Z,"retro soul","Indica Records",0.471,0.38,10,-8.681,1,0.191,0.205,0.0000603,0.0822,0.78,83.876,4
spotify:track:0ARp9mXXpPflIwehy25kCa,"Big Sis","SALES LP","SALES",2016-04-20,166400,54,false,,2019-01-18T05:21:27Z,"bedroom pop","SALES",0.825,0.482,2,-8.29,1,0.0378,0.876,0.209,0.101,0.338,99.991,4
spotify:track:3t9yWxeI5MnMtZ5rvKw315,"Skywards","When in Oakland","Pick Patek Archive;Eric Yu;Colby Kenderdine",2018-04-18,225333,26,true,,2019-01-17T23:55:21Z,"","Country Jimmy Records",0.644,0.841,11,-5.866,1,0.35,0.254,0,0.0753,0.694,179.902,4
spotify:track:4Zyo4ewxLAk6iU03OGrzfl,"Semiosis","Synesthesia","Thomas Fonnesbæk;Justin Kauflin",2017-10-20,336946,15,false,,2019-01-17T23:37:19Z,"vocal jazz,jazz","Storyville",0.469,0.332,11,-16.386,0,0.0284,0.932,0.905,0.104,0.415,91.241,4
spotify:track:5u4VFkDXVtOQ4cuSRlfnX9,"Pass the Vino","Bad Friend","Mathien;Soul Food Horns",2017-12-16,318112,26,false,,2019-01-17T22:56:53Z,"jazz beats,lo-fi beats,lo-fi,lo-fi hip hop,jazz rap","601433 Records DK",0.705,0.484,0,-10.899,0,0.0475,0.447,0.000673,0.0742,0.536,101.424,4
spotify:track:6yFkMloPCqv2YpUaZZ7xPH,"Brain Invaderz!","Brain Invaderz!","Mamahawk",2018-08-24,228228,3,true,,2019-01-17T22:51:29Z,"","Mamahawk Music",0.663,0.733,11,-5.541,0,0.0283,0.0485,0.0000759,0.491,0.655,83.992,4
spotify:track:6yfAaRpUk4G8DVzE0YKlFM,"Georgia Dust","Georgia Dust","Sun Seeker",2016-05-02,203213,0,false,,2019-01-17T22:50:29Z,"","Third Man Records",0.742,0.519,3,-7.093,1,0.0292,0.441,0.0279,0.0917,0.61,113.95,4
spotify:track:0vvfvOnFtAXhStLPmZWxhV,"I Live Above the Hobby Shop","I Live Above the Hobby Shop","McFabulous",2010-09-04,221390,0,false,,2019-01-17T22:35:48Z,"","Bruce Jazz",0.838,0.43,1,-10.123,1,0.295,0.0295,0.54,0.086,0.457,148.031,4
spotify:track:1hxbW2aQxmFSChaFeOeD5K,"Occapella","Goodnight Vienna","Ringo Starr",1974,176400,30,false,,2019-01-17T22:12:52Z,"","Parlophone",0.753,0.244,10,-19.395,1,0.253,0.084,0.00000282,0.0607,0.928,83.703,4
spotify:track:2GtZpQBs6G6dO6NIHtoi0k,"Yawn","Hamburg Style","Nick Dorian",2018-04-27,219105,22,true,,2019-01-14T16:15:47Z,"","Mango Jacket // (Yawn) Majestic Casual Records",0.658,0.732,5,-5.993,0,0.0413,0.815,0.0268,0.113,0.623,90.062,4
spotify:track:51XZD1FCrWyU3dDWJH4nzb,"Shuggie","We Are the 21st Century Ambassadors of Peace & Magic","Foxygen",2013-01-22,201706,0,false,,2019-01-13T19:02:08Z,"baroque pop,neo-psychedelic","Jagjaguwar",0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,3
spotify:track:6aLmvz0CPeCNHCXK2H5QIC,"Debra","Midnite Vultures","Beck",1999,343360,51,false,,2019-01-07T18:11:13Z,"anti-folk","Geffen",0.611,0.597,0,-7.864,1,0.0764,0.303,0.0082,0.0605,0.385,147.507,4
spotify:track:6RHsqig2toPnaGM4l6E4iL,"Just One Look","Just One Look","The Derevolutions",2018-04-15,239990,14,false,,2019-01-07T17:44:19Z,"","The Derevolutions",0.763,0.932,9,-5.432,0,0.069,0.575,0.00503,0.13,0.892,111.032,4
spotify:track:3YuOkG6bShpxfeDhtaIMyC,"Favorite Song","Life & Livin' It","Sinkane",2017-02-10,293253,0,false,,2019-01-07T17:37:42Z,"","City Slang",0.601,0.713,5,-4.987,0,0.0251,0.000379,0.0618,0.348,0.57,100.013,4
spotify:track:3lWEqatHZ2wIE2RCOmQkF8,"Question","Question","Fat Night",2018-12-21,256148,0,false,,2019-01-05T20:23:59Z,"retro soul","Karma Chief Records",0.616,0.383,10,-10.791,1,0.0911,0.691,0.00000237,0.0875,0.6,104.451,4
spotify:track:1CLmFKW99S8eJrebO3GB04,"No Woman","Light Upon the Lake","Whitney",2016-06-03,237973,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.581,0.4,2,-8.739,1,0.0291,0.893,0.576,0.161,0.433,112.331,4
spotify:track:3vdn6X5qlq6GZ1BjwdLr18,"The Falls","Light Upon the Lake","Whitney",2016-06-03,140693,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.688,0.7,10,-5.695,1,0.0375,0.835,0.325,0.121,0.728,110.233,4
spotify:track:1oy0UIGzuqIPBkOsjojeJ1,"Golden Days","Light Upon the Lake","Whitney",2016-06-03,242093,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.389,0.696,5,-5.251,1,0.0402,0.0619,0.43,0.546,0.65,153.245,5
spotify:track:1an3JuxakCklsLRppBxFLp,"Dave’s Song","Light Upon the Lake","Whitney",2016-06-03,181213,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.589,0.466,1,-7.75,1,0.0296,0.351,0.169,0.267,0.357,141.567,4
spotify:track:5a4d1YVJ3OBFRqgAhRK36o,"No Matter Where We Go","Light Upon the Lake","Whitney",2016-06-03,161746,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.621,0.932,0,-3.8,0,0.0473,0.313,0.478,0.149,0.62,105.896,4
spotify:track:0eSGV9tSAymkT7CCLEoWHy,"On My Own","Light Upon the Lake","Whitney",2016-06-03,134240,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.621,0.369,5,-7.652,0,0.0347,0.88,0.00123,0.14,0.549,112.705,4
spotify:track:7ADcBtMDWTDWAUyR3IFquc,"Polly","Light Upon the Lake","Whitney",2016-06-03,206026,0,false,,2018-12-29T07:40:40Z,"","Secretly Canadian",0.565,0.306,2,-6.797,1,0.0273,0.91,0.101,0.312,0.247,77.181,4
spotify:track:07ARfS39HSzPfEWZS8opOs,"I Love How You Love Me - Live","Live at Jittery Joe's","Jeff Mangum",2001,206773,38,false,,2018-12-28T15:12:39Z,"anti-folk,folk punk","Orange Twin",0.371,0.692,9,-9.981,0,0.241,0.851,0.00000379,0.859,0.511,91.188,3
spotify:track:3nKRiaMQ760POlm2t1DZ1R,"Good Guy","Kaleidoscope","Serengeti",2017-04-28,216254,0,false,,2018-12-24T17:49:46Z,"experimental hip hop","Joyful Noise Recordings",0.552,0.783,11,-6.995,1,0.0761,0.0256,0.00113,0.536,0.336,153.993,4
spotify:track:3mtfIdxDxq5CyYQgGgsSaP,"Trying Something Again (Again)","Thinking About Thursdays","Lullatone",2017-02-21,173600,35,false,,2018-12-24T03:49:02Z,"","lulla-label",0.659,0.218,8,-22.286,1,0.0393,0.957,0.909,0.11,0.663,149.981,3
spotify:track:69d5AEWSN2bOmd19hDOR4P,"Walking in the Rain","Bird Watching","Funkmammoth",2016-11-01,186553,44,false,,2018-12-24T03:45:50Z,"","Funkmammoth",0.557,0.89,6,-7.633,0,0.136,0.334,0.00138,0.415,0.529,100.99,4
spotify:track:5XZxv1kEeSyfDPRkGDTEje,"Beyond The Sea (La Mer)","Djangology 49","Django Reinhardt",1990-02-13,256000,35,false,,2018-12-22T22:12:05Z,"swing music,jazz,french jazz,ragtime","RCA Bluebird",0.45,0.179,5,-18.448,1,0.0441,0.984,0.892,0.128,0.436,95.193,4
spotify:track:5aSozRkbmo5fwxZs7SLQhS,"waltz for hulot","minuscule","mamerico",2011-09-13,227653,0,false,,2018-12-22T22:03:35Z,"japanese indie,shibuya-kei","schole",0.731,0.158,6,-15.768,1,0.047,0.946,0.00058,0.0993,0.314,130.79,3
spotify:track:3hqXUcu06ajELPBS3uhCD1,"Summer Lovin'","Summer Lovin'","The Tuesday Crew",2018-06-22,241243,49,false,,2018-12-19T17:45:10Z,"","The Tuesday Crew",0.796,0.331,0,-9.903,1,0.0521,0.194,0,0.159,0.632,137.968,4
spotify:track:3Fvs8oKzVGs41wDjKBYy1I,"Narrens tema I & II","Presenterar: ""Narren""","Albin Gromer",2017-04-21,163562,16,false,,2018-12-17T19:35:38Z,"swedish pop","Universal Music AB",0.761,0.432,0,-5.798,1,0.0435,0.369,0.000141,0.0801,0.922,142.949,4
spotify:track:4gWHgb6xok2dydXnEm1On5,"The Prince Of The Hanging Gardens","The Hanging Gardens Of Beatenberg","Beatenberg",2014-01-01,284893,33,false,,2018-12-17T19:31:56Z,"","Universal Music (Pty) Ltd.",0.662,0.482,7,-10.777,1,0.044,0.504,0,0.133,0.344,125.087,4
spotify:track:6HTQ0WbaZlmpprlpBsOlLj,"Some Times","Old New Clothes","Hi-Lo Jack;Lawrence;Stolen Jars;DAP The Contract",2017-11-17,95186,4,false,,2018-12-16T06:59:00Z,"pop soul,retro soul,christmas,alté","Hi-Lo Jack Music",0.31,0.177,8,-15.351,1,0.0537,0.171,0,0.247,0.174,170.979,5
spotify:track:02i0HFL3IJl8cJ2RIzFfLS,"So It Goes","Old New Clothes","Hi-Lo Jack;Lawrence;Stolen Jars;DAP The Contract",2017-11-17,203426,2,false,,2018-12-16T06:59:00Z,"pop soul,retro soul,christmas,alté","Hi-Lo Jack Music",0.663,0.453,1,-10.231,1,0.0741,0.639,0.00000176,0.134,0.373,87.996,4
spotify:track:3Iber8mKNIuDcTi1qkUPef,"Gone","Old New Clothes","Hi-Lo Jack;Lawrence;Stolen Jars;DAP The Contract",2017-11-17,49920,6,false,,2018-12-16T06:59:00Z,"pop soul,retro soul,christmas,alté","Hi-Lo Jack Music",0.346,0.165,0,-9.332,1,0.0368,0.974,0.0174,0.103,0.306,53.093,4
spotify:track:4Eii2SzWAfY3g1ulvzNxKV,"Wasted Time","Old New Clothes","Hi-Lo Jack;DAP The Contract;Lawrence;Stolen Jars",2017-11-17,203506,2,false,,2018-12-16T06:59:00Z,"pop soul,alté,retro soul,christmas","Hi-Lo Jack Music",0.666,0.446,5,-11.262,1,0.0688,0.725,0.000385,0.113,0.364,172.965,4
spotify:track:3EFWWHsFXoHc8STBJZiNAf,"What Can We Do","Old New Clothes","Hi-Lo Jack;Lawrence;Stolen Jars;DAP The Contract",2017-11-17,220413,7,false,,2018-12-16T06:59:00Z,"pop soul,retro soul,christmas,alté","Hi-Lo Jack Music",0.39,0.484,2,-9.349,1,0.0523,0.218,0.00914,0.23,0.184,127.772,4
spotify:track:4Zf351SuPuXo8w6IIMsxev,"Wanna Be Cool","Surf","Nico Segal",2015-06-30,207559,40,true,,2018-12-16T06:58:36Z,"","Donnie Trumpet & The Social Experiment",0.663,0.611,0,-8.287,1,0.301,0.239,0,0.181,0.337,116.947,4
